순위,영화명,개봉일,매출액,가중치,매출액 점유율,관객수,스크린수,상영횟수,대표국적,제작국적,배급사,"장르","등급","러닝타임","수상횟수","관람평점","남자 평점","여자 평점"
11,샹치와 텐 링즈의 전설,2021-09-01,"17,715,109,720","131,091,811,928.00",3.20%,"1,740,868","1,784","117,475",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,132,1,7.4,7.05,7.82
12,인질,2021-08-18,"15,585,244,870","109,408,418,987.40",2.80%,"1,638,439","1,294","110,424",한국,한국,(주)넥스트엔터테인먼트월드(NEW),액션,15,94,3,7.02,7.19,6.84
13,듄,2021-10-20,"16,903,293,110","149,594,144,023.50",3.10%,"1,549,346","1,576","103,745",미국,미국,워너브러더스 코리아(주),SF,12,155,18,8.85,8.65,9.02
14,보이스,2021-09-15,"14,025,546,720","110,240,797,219.20",2.60%,"1,426,357","1,296","118,227",한국,한국,(주)씨제이이엔엠,범죄,15,109,0,7.86,7.71,8.02
15,007 노 타임 투 다이,2021-09-29,"12,009,884,680","85,029,983,534.40",2.20%,"1,229,971","2,201","98,167",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12,163,6,7.08,7.21,6.89
16,발신제한,2021-06-23,"9,102,830,540","68,908,427,187.80",1.70%,"955,808","1,010","71,157",한국,한국,(주)씨제이이엔엠,드라마,15,94,0,7.57,7.33,7.83
17,보스 베이비 2,2021-07-21,"8,292,685,050","74,302,458,048.00",1.50%,"925,238","1,343","58,566",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,107,0,8.96,9.09,8.86
18,콰이어트 플레이스 2,2021-06-16,"8,550,116,360","74,044,007,677.60",1.60%,"863,339","1,137","62,891",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,공포,15,97,0,8.66,8.65,8.67
19,랑종,2021-07-14,"8,639,576,030","56,934,806,037.70",1.60%,"834,338","1,403","51,793",한국,"한국,태국",(주)쇼박스,공포,19,131,1,6.59,7.04,5.92
20,유체이탈자,2021-11-24,"7,899,580,790","59,167,860,117.10",1.40%,"811,169","1,216","83,847",한국,한국,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",액션,15,108,2,7.49,7.37,7.62
21,컨저링3: 악마가 시켰다,2021-06-03,"8,026,047,360","65,091,244,089.60",1.50%,"799,457","1,133","51,745",미국,미국,워너브러더스 코리아(주),공포,15,111,0,8.11,8.33,7.8
22,기적,2021-09-15,"6,634,949,710","55,534,529,072.70",1.20%,"715,877","1,198","78,592",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,12,117,4,8.37,8.28,8.44
23,고질라 VS. 콩,2021-03-25,"6,772,634,130","60,208,717,415.70",1.20%,"703,485","1,295","62,374",미국,미국,워너브러더스 코리아(주),액션,12,113,0,8.89,8.89,8.89
24,킹스맨: 퍼스트 에이전트,2021-12-22,"6,154,017,260","46,032,049,104.80",1.10%,"622,461","1,061","26,294",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,19,130,0,7.48,7.42,7.57
25,엔칸토: 마법의 세계,2021-11-24,"5,882,752,180","45,944,294,525.80",1.10%,"620,095","1,102","52,164",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,0,109,7,7.81,7.66,7.9
26,연애 빠진 로맨스,2021-11-24,"6,120,461,000","48,657,664,950.00",1.10%,"603,015",967,"66,729",한국,한국,(주)씨제이이엔엠,로맨스,15,95,2,7.95,7.93,7.97
27,장르만 로맨스,2021-11-17,"5,192,955,940","36,662,268,936.40",0.90%,"518,441","1,194","49,322",한국,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,15,113,10,7.06,6.91,7.21
28,미션 파서블,2021-02-17,"4,064,666,600","34,183,846,106.00",0.70%,"447,111",930,"45,091",한국,한국,(주)메리크리스마스,코미디,15,105,0,8.41,8.39,8.44
29,더 수어사이드 스쿼드,2021-08-04,"4,403,922,930","34,967,148,064.20",0.80%,"419,796","1,066","29,298",미국,미국,워너브러더스 코리아(주),액션,19,132,0,7.94,8.07,7.71
30,비와 당신의 이야기,2021-04-28,"3,646,657,350","28,662,726,771.00",0.70%,"400,958",957,"44,038",한국,한국,"소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,(주)키다리이엔티",드라마,0,117,2,7.86,7.56,8.03
31,서복,2021-04-15,"3,628,177,450","29,678,491,541.00",0.70%,"385,409","1,382","49,517",한국,한국,(주)씨제이이엔엠,드라마,15,114,1,8.18,6.82,8.66
32,킬러의 보디가드 2,2021-06-23,"3,769,396,180","27,516,592,114.00",0.70%,"384,997",975,"36,205",미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",액션,15,100,0,7.3,7.01,7.85
33,루카,2021-06-17,"3,393,832,110","27,829,423,302.00",0.60%,"371,572",856,"28,520",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,0,96,0,8.2,8.1,8.6
34,자산어보,2021-03-31,"3,016,006,790","27,204,381,245.80",0.60%,"342,538","1,250","50,695",한국,한국,플러스엠 엔터테인먼트,드라마,12,126,22,9.02,8.83,9.22
35,내일의 기억,2021-04-21,"3,036,236,660","26,597,433,141.60",0.60%,"335,025",957,"41,477",한국,한국,"(주)아이필름코퍼레이션,씨제이 씨지브이(CJ CGV)(주)",공포,15,99,2,8.76,8.67,8.86
36,라야와 마지막 드래곤,2021-03-04,"2,978,557,390","28,117,581,761.60",0.50%,"322,833","1,056","33,869",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,0,114,0,9.44,9.37,9.48
37,프리 가이,2021-08-11,"3,135,627,670","26,558,766,364.90",0.60%,"313,728",750,"23,641",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,115,1,8.47,8.36,8.57
38,더 스파이,2021-04-28,"2,866,544,830","24,537,623,744.80",0.50%,"313,022",710,"32,887",미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",공포,15,112,0,8.56,8.44,8.67
39,강릉,2021-11-10,"3,172,047,770","21,506,483,880.60",0.60%,"306,422",761,"28,494",한국,한국,"(주)스튜디오 산타클로스엔터테인먼트,(주)아센디오,(주)제이앤씨미디어그룹",범죄,19,119,0,6.78,6.57,7.09
40,정글 크루즈,2021-07-28,"2,307,504,720","17,352,435,494.40",0.40%,"251,071",831,"20,933",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,127,0,7.52,7.45,7.59
41,명탐정 코난: 비색의 탄환,2021-04-16,"2,196,867,840","19,859,685,273.60",0.40%,"232,871",844,"25,780",일본,일본,(주)씨제이이엔엠,애니메이션,12,111,0,9.04,9.22,8.93
42,캐시트럭,2021-06-09,"2,182,507,790","17,285,461,696.80",0.40%,"231,992",938,"27,954",미국,미국,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",액션,19,119,0,7.92,8.02,7.81
43,크루즈 패밀리: 뉴 에이지,2021-05-05,"2,022,787,700","18,913,064,995.00",0.40%,"230,017","1,082","21,365",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,95,0,9.35,9.29,9.38
44,이스케이프 룸 2: 노 웨이 아웃,2021-07-14,"2,219,351,090","17,998,937,339.90",0.40%,"223,313",728,"19,842",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,15,88,0,8.11,7.88,8.31
45,"극장판 포켓몬스터: 정글의 아이, 코코",2021-09-15,"1,941,940,320","15,923,910,624.00",0.40%,"213,913",699,"14,044",일본,일본,(주)넥스트엔터테인먼트월드(NEW),애니메이션,0,99,0,8.2,8.5,7.9
46,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,2021-09-15,"1,896,872,490","15,933,728,916.00",0.30%,"199,726",593,"13,880",일본,일본,(주)씨제이이엔엠,애니메이션,0,103,0,8.4,8.1,8.5
47,매트릭스: 리저렉션,2021-12-22,"1,923,032,630","11,711,268,716.70",0.40%,"191,280",970,"15,414",미국,미국,워너브러더스 코리아(주),액션,15,147,0,6.09,5.76,6.6
48,방법: 재차의,2021-07-28,"1,556,061,010","11,468,169,643.70",0.30%,"175,578",838,"19,136",한국,한국,(주)씨제이이엔엠,공포,15,109,0,7.37,7.11,7.66
49,새해전야,2021-02-10,"1,571,840,850","13,172,026,323.00",0.30%,"171,451",906,"21,525",한국,한국,(주)에이스메이커무비웍스,로맨스,12,114,0,8.38,8.57,8.29
50,고장난 론,2021-10-27,"1,440,020,590","12,168,173,985.50",0.30%,"160,005",904,"17,689",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,0,106,0,8.45,8.36,8.52
51,카오스 워킹,2021-02-24,"1,230,782,480","9,058,559,052.80",0.20%,"147,443",780,"19,535",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,모험,15,109,0,7.36,7.05,7.72
52,파이프라인,2021-05-26,"1,216,420,450","9,220,467,011.00",0.20%,"139,818",777,"20,598",한국,한국,"플러스엠 엔터테인먼트,(주)리틀빅픽쳐스",범죄,15,108,0,7.58,6.43,8.08
53,톰과 제리,2021-02-24,"1,165,273,600","9,357,147,008.00",0.20%,"135,512",918,"17,303",미국,미국,워너브러더스 코리아(주),애니메이션,0,100,0,8.03,7.86,8.11
54,노바디,2021-04-07,"1,274,881,750","10,352,039,810.00",0.20%,"134,037",577,"19,852",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15,91,0,8.12,8.42,6.88
55,스파이럴,2021-05-12,"1,300,063,130","9,178,445,697.80",0.20%,"132,427",691,"20,252",헝가리,헝가리,(주)올스타엔터테인먼트,공포,19,93,0,7.06,6.98,7.17
56,올드,2021-08-18,"1,107,856,560","7,544,503,173.60",0.20%,"116,240",550,"12,110",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,12,108,0,6.81,7.15,6.44
57,해피 뉴 이어,2021-12-29,"1,011,453,370","6,625,019,573.50",0.20%,"114,046",832,"6,930",한국,한국,"(주)씨제이이엔엠,주식회사 티빙",로맨스,12,138,0,6.55,6.67,6.43
58,고스트버스터즈 라이즈,2021-12-01,"1,066,122,980","7,718,730,375.20",0.20%,"114,001",888,"19,143",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,모험,12,124,0,7.24,7.25,7.23
59,아담스 패밀리 2,2021-11-10,"976,276,720","6,697,258,299.20",0.20%,"111,348",750,"10,058",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,93,0,6.86,6.91,6.82
60,디어 에반 핸슨,2021-11-17,"1,080,842,550","7,782,066,360.00",0.20%,"108,787",631,"12,064",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공연,12,137,0,7.2,7.04,7.29
61,미드나이트,2021-06-30,"941,510,870","7,861,615,764.50",0.20%,"108,523",693,"15,308",한국,한국,씨제이 씨지브이(CJ CGV)(주),공포,15,103,1,8.35,8.35,8.36
62,몬스터 헌터,2021-02-10,"972,706,750","7,616,293,852.50",0.20%,"102,104",668,"13,300",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,12,103,0,7.83,7.51,8.31
63,여고괴담 여섯번째 이야기 : 모교,2021-06-17,"860,569,700","4,810,584,623.00",0.20%,"94,412",603,"13,240",한국,한국,"(주)케이티알파,씨제이 씨지브이(CJ CGV)(주)",공포,15,108,0,5.59,3.81,6.52
64,귀문,2021-08-25,"799,811,070","4,918,838,080.50",0.10%,"93,657",692,"11,269",한국,한국,"씨제이 씨지브이(CJ CGV)(주),(주)씨네필운",공포,15,85,0,6.15,4.97,7.11
65,어니스트 씨프,2021-02-03,"724,854,260","6,269,989,349.00",0.10%,"82,388",554,"11,029",미국,미국,(주)올스타엔터테인먼트,액션,15,98,0,8.65,8.81,8.39
66,도라에몽: 스탠바이미 2,2021-05-19,"712,260,330","6,282,136,110.60",0.10%,"82,311",631,"7,560",일본,일본,(주)스마일이엔티,애니메이션,0,96,0,8.82,8.94,8.75
67,맨 인 더 다크 2,2021-09-01,"779,007,800","6,629,356,378.00",0.10%,"78,859",248,"6,997",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,범죄,19,98,0,8.51,8.26,8.84
68,돈 룩 업,2021-12-08,"682,183,970","5,607,552,233.40",0.10%,"70,021",656,"13,128",미국,미국,씨제이 씨지브이(CJ CGV)(주),코미디,15,139,1,8.22,8.29,8.14
69,용과 주근깨 공주,2021-09-29,"643,986,900","4,295,392,623.00",0.10%,"66,360",216,"7,330",일본,일본,와이드 릴리즈(주),애니메이션,0,121,3,6.67,6.83,6.46
70,극장판 도라에몽: 진구의 신공룡,2021-08-05,"553,442,680","4,864,761,157.20",0.10%,"64,597",502,"6,029",일본,일본,(주)리틀빅픽쳐스,애니메이션,0,110,0,8.79,8.56,9.2
71,귀멸의 칼날: 남매의 연,2021-11-10,"626,419,340","4,516,483,441.40",0.10%,"63,656",383,"7,570",일본,일본,(주)박수엔터테인먼트,애니메이션,15,105,0,7.21,7.14,7.33
72,명탐정 코난: 진홍의 수학여행,2021-01-27,"534,479,660","4,286,526,873.20",0.10%,"62,572",532,"8,654",일본,일본,(주)씨제이이엔엠,애니메이션,12,92,0,8.02,8.27,7.91
73,퍼피 구조대 더 무비,2021-08-18,"538,180,880","5,091,191,124.80",0.10%,"61,633",355,"4,771",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,애니메이션,0,86,0,9.46,9.45,9.5
74,라스트 듀얼: 최후의 결투,2021-10-20,"583,090,210","5,160,348,358.50",0.10%,"60,715",367,"7,844",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,19,152,0,8.85,8.68,9.05
75,내가 죽기를 바라는 자들,2021-05-05,"511,072,350","3,833,042,625.00",0.10%,"54,951",669,"10,871",미국,미국,워너브러더스 코리아(주),범죄,15,100,0,7.5,7.36,7.64
76,캔디맨,2021-09-22,"509,775,750","3,135,120,862.50",0.10%,"52,340",608,"8,921",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15,91,0,6.15,6.15,6.16
77,인 더 하이츠,2021-06-30,"477,937,320","3,340,781,866.80",0.10%,"52,028",649,"8,776",미국,미국,워너브러더스 코리아(주),공연,12,142,0,6.99,6.97,7
78,라스트 나잇 인 소호,2021-12-01,"443,114,840","3,416,415,416.40",0.10%,"46,096",511,"8,901",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,19,117,0,7.71,7.78,7.64
79,귀멸의 칼날: 나타구모산 편,2021-11-17,"418,848,670","3,459,690,014.20",0.10%,"43,431",310,"5,187",일본,일본,(주)박수엔터테인먼트,애니메이션,15,137,0,8.26,8.29,8.19
80,말리그넌트,2021-09-15,"434,889,910","3,400,839,096.20",0.10%,"41,412",489,"6,823",미국,미국,워너브러더스 코리아(주),공포,19,111,0,7.82,7.73,8
81,모탈 컴뱃,2021-04-08,"417,212,150","3,454,516,602.00",0.10%,"40,461",702,"10,541",미국,미국,워너브러더스 코리아(주),액션,19,110,0,8.28,7.13,9.59
82,리스타트,2021-03-11,"356,329,620","2,982,478,919.40",0.10%,"40,059",529,"7,673",미국,미국,(주)넥스트엔터테인먼트월드(NEW),액션,15,100,0,8.37,8.66,8.1
83,아이,2021-02-10,"297,850,920","2,746,185,482.40",0.10%,"37,692",504,"7,900",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,15,113,1,9.22,9.17,9.24
84,건파우더 밀크셰이크,2021-09-08,"322,240,350","2,110,674,292.50",0.10%,"37,496",542,"7,867",프랑스,프랑스,(주)씨제이이엔엠,액션,19,115,0,6.55,5.66,7.15
85,레미니센스,2021-08-25,"343,858,500","2,307,290,535.00",0.10%,"37,227",548,"7,519",미국,미국,워너브러더스 코리아(주),SF,12,115,0,6.71,6.72,6.7
86,은혼 더 파이널,2021-07-22,"337,548,850","3,098,698,443.00",0.10%,"35,126",170,"3,137",일본,일본,워터홀컴퍼니(주),애니메이션,15,104,0,9.18,8.61,9.36
87,뱅드림! 필름 라이브 세컨드 스테이지,2021-11-18,"342,097,500","3,030,983,850.00",0.10%,"33,922",93,"2,235",일본,일본,(주)애니플러스,애니메이션,0,85,0,8.86,9.02,8.58
88,괴기맨숀,2021-06-30,"330,369,600","2,091,239,568.00",0.10%,"32,752",131,"2,804",한국,한국,(주)콘텐츠판다,공포,15,106,0,6.33,5.75,6.8
89,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,2021-12-09,"343,568,400","2,130,124,080.00",0.10%,"31,950",110,"2,182",일본,일본,(주)애니플러스,애니메이션,0,97,0,6.2,6.4,5.9
90,아야와 마녀,2021-06-10,"250,337,620","2,398,234,399.60",0.00%,"30,591",362,"4,367",일본,일본,(주)리틀빅픽쳐스,애니메이션,0,83,0,9.58,9.63,9.5
91,몬스타엑스 : 더 드리밍,2021-12-08,"486,980,000","4,689,617,400.00",0.10%,"30,487",98,"2,262",한국,한국,씨제이포디플렉스 주식회사,공연,0,88,0,9.63,0,9.62
92,신데렐라 2: 마법에 걸린 왕자,2021-12-22,"259,942,550","1,804,001,297.00",0.00%,"29,852",355,"2,372",미국,미국,(주)박수엔터테인먼트,애니메이션,0,81,0,6.94,8.11,6.52
93,극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,2021-04-28,"243,514,500","2,254,944,270.00",0.00%,"29,661",195,"2,888",영국,영국,주식회사 컨텐츠썬,애니메이션,0,71,0,9.26,8.91,9.5
94,퍼펙트 케어,2021-02-19,"228,530,740","2,070,488,504.40",0.00%,"27,462",308,"3,329",미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",범죄,15,118,1,9.06,8.95,9.11
95,아이스 로드,2021-07-21,"258,069,720","2,064,557,760.00",0.00%,"27,037",344,"3,760",미국,미국,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",공포,12,110,0,8,7.83,8.25
96,귀멸의 칼날: 주합회의·나비저택 편,2021-12-01,"252,680,700","1,983,543,495.00",0.00%,"26,474",291,"3,786",일본,일본,(주)박수엔터테인먼트,애니메이션,15,106,0,7.85,7.86,7.83
97,마크맨,2021-04-28,"198,663,200","1,142,313,400.00",0.00%,"26,202",210,"4,599",미국,미국,(주)디스테이션,액션,15,108,0,5.75,5.3,6.96
98,굴뚝마을의 푸펠,2021-05-26,"206,112,860","1,745,775,924.20",0.00%,"23,737",250,"4,031",일본,일본,"(주)리틀빅픽쳐스,(주)레드로버",애니메이션,0,100,0,8.47,8.3,8.71
99,F20,2021-10-06,"162,965,500","1,124,461,950.00",0.00%,"23,372",218,"2,538",한국,한국,와이드 릴리즈(주),공포,15,117,0,6.9,6.2,6.7
100,보이저스,2021-05-26,"177,520,500","1,299,450,060.00",0.00%,"22,000",387,"3,838",미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",SF,15,108,0,7.32,6.62,7.62
1,범죄도시2,2022-05-18,"131,297,440,478","1,179,051,015,492.44",11.70%,"12,693,302","2,521","355,767",한국,한국,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",범죄,15,106,13,8.98,8.95,9.03
2,탑건: 매버릭,2022-06-22,"87,855,360,975","842,532,911,750.25",7.80%,"8,177,446","1,975","249,415",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,액션,12,130,7,9.59,9.62,9.55
3,아바타: 물의 길,2022-12-14,"90,296,839,202","797,321,090,153.66",8.00%,"7,313,149","2,809","152,626",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,192,7,8.83,8.71,9.02
4,한산: 용의 출현,2022-07-27,"73,700,628,377","628,666,360,055.81",6.60%,"7,264,934","2,223","217,713",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,액션,12,129,13,8.53,8.28,8.84
5,공조2: 인터내셔날,2022-09-07,"70,916,352,586","561,657,512,481.12",6.30%,"6,982,840","2,389","275,814",한국,한국,(주)씨제이이엔엠,액션,15,129,2,7.92,7.6,8.22
6,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04,"62,648,728,870","484,901,161,453.80",5.60%,"5,884,587","2,691","211,097",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,126,1,7.74,7.59,7.98
7,헌트,2022-08-10,"44,600,858,153","376,431,242,811.32",4.00%,"4,352,390","1,625","170,963",한국,한국,플러스엠 엔터테인먼트,액션,15,125,12,8.44,8.4,8.5
8,올빼미,2022-11-23,"31,769,067,550","277,026,269,036.00",2.80%,"3,222,767","1,541","142,130",한국,한국,(주)넥스트엔터테인먼트월드(NEW),공포,15,118,19,8.72,8.55,8.89
9,쥬라기 월드: 도미니언,2022-06-01,"29,237,071,310","198,227,343,481.80",2.60%,"2,837,410","2,218","86,427",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12,147,0,6.78,6.45,7.22
10,마녀(魔女) Part2. The Other One,2022-06-15,"28,922,488,670","201,011,296,256.50",2.60%,"2,806,501","1,796","94,940",한국,한국,(주)넥스트엔터테인먼트월드(NEW),액션,15,137,0,6.95,6.83,7.1
11,토르: 러브 앤 썬더,2022-07-06,"29,505,081,721","196,503,844,261.86",2.60%,"2,716,306","2,143","107,527",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,119,0,6.66,6.31,7.14
12,미니언즈2,2022-07-20,"21,999,556,172","172,696,515,950.20",2.00%,"2,269,024","1,394","78,960",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,87,0,7.85,7.76,7.93
13,블랙 팬서: 와칸다 포에버,2022-11-09,"22,203,069,405","154,977,424,446.90",2.00%,"2,105,641","2,571","121,601",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,161,4,6.98,6.18,7.83
14,비상선언,2022-08-03,"20,927,363,328","130,796,020,800.00",1.90%,"2,058,869","1,734","73,045",한국,한국,(주)쇼박스,드라마,12,140,3,6.25,5.93,6.58
15,육사오(6/45),2022-08-24,"19,791,166,880","159,318,893,384.00",1.80%,"1,980,769","1,339","105,933",한국,한국,"(주)홈초이스,(주)싸이더스",코미디,12,113,4,8.05,7.81,8.29
16,헤어질 결심,2022-06-29,"19,642,291,589","176,387,778,469.22",1.70%,"1,893,954","1,374","79,620",한국,한국,(주)씨제이이엔엠,로맨스,15,138,44,8.98,8.89,9.06
17,외계+인 1부,2022-07-20,"15,995,553,548","109,249,630,732.84",1.40%,"1,539,362","1,959","68,414",한국,한국,(주)씨제이이엔엠,액션,12,142,3,6.83,6.44,7.25
18,영웅,2022-12-21,"14,534,225,323","122,087,492,713.20",1.30%,"1,487,679","1,314","45,482",한국,한국,(주)씨제이이엔엠,드라마,12,120,2,8.4,8.04,8.72
19,해적: 도깨비 깃발,2022-01-26,"12,523,963,990","76,646,659,618.80",1.10%,"1,339,242","1,708","117,320",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,액션,12,125,0,6.12,5.85,6.42
20,브로커,2022-06-08,"12,586,786,030","82,946,919,937.70",1.10%,"1,261,131","1,594","66,203",한국,한국,(주)씨제이이엔엠,드라마,12,129,10,6.59,6.53,6.64
21,신비한 동물들과 덤블도어의 비밀,2022-04-13,"12,305,198,580","83,183,142,400.80",1.10%,"1,195,441","2,207","106,090",미국,미국,워너브러더스 코리아(주),판타지,12,142,0,6.76,6.31,7.13
22,인생은 아름다워,2022-09-28,"10,898,038,019","90,017,794,036.94",1.00%,"1,171,602","1,285","106,970",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,공연,12,122,3,8.26,8.13,8.38
23,더 배트맨,2022-03-01,"9,339,130,700","75,833,741,284.00",0.80%,"904,238","2,370","97,370",미국,미국,워너브러더스 코리아(주),액션,15,176,0,8.12,8.1,8.16
24,데시벨,2022-11-16,"8,846,169,146","59,711,641,735.50",0.80%,"900,654","1,152","55,336",한국,한국,(주)마인드마크,액션,12,110,0,6.75,6.28,7.18
25,정직한 후보2,2022-09-28,"8,446,139,162","58,447,283,001.04",0.80%,"899,684","1,318","77,220",한국,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,12,107,1,6.92,6.09,7.55
26,씽2게더,2022-01-05,"8,193,478,050","72,102,606,840.00",0.70%,"885,067","1,251","72,580",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,110,0,8.8,8.6,8.94
27,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,2022-09-28,"8,363,867,924","73,685,676,410.44",0.70%,"836,665",873,"41,965",일본,일본,(주)씨제이이엔엠,애니메이션,0,105,0,8.81,8.69,8.91
28,블랙 아담,2022-10-19,"8,040,723,608","60,707,463,240.40",0.70%,"779,485","1,524","77,116",미국,미국,워너브러더스 코리아(주),액션,12,125,0,7.55,7.47,7.71
29,킹메이커,2022-01-26,"7,318,959,610","59,064,004,052.70",0.70%,"775,968","1,185","80,072",한국,한국,플러스엠 엔터테인먼트,드라마,15,123,9,8.07,7.98,8.18
30,자백,2022-10-26,"7,352,559,230","59,555,729,763.00",0.70%,"738,120","1,115","78,568",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,범죄,15,105,1,8.1,8.02,8.2
31,언차티드,2022-02-16,"7,116,304,100","50,098,780,864.00",0.60%,"730,924","1,536","77,036",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,12,116,0,7.04,6.91,7.2
32,경관의 피,2022-01-05,"6,687,389,520","45,741,744,316.80",0.60%,"679,503","1,187","57,409",한국,한국,(주)에이스메이커무비웍스,범죄,15,119,0,6.84,6.62,7.08
33,극장판 주술회전 0,2022-02-17,"6,602,758,252","58,896,603,607.84",0.60%,"662,099",843,"66,699",일본,일본,(주)대교 미디어콘텐츠사업본부,애니메이션,15,105,0,8.92,8.61,9.14
34,압꾸정,2022-11-30,"5,722,751,661","33,707,007,283.29",0.50%,"608,197","1,229","47,408",한국,한국,(주)쇼박스,코미디,12,112,0,5.89,5.56,6.35
35,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01,"5,477,045,710","44,857,004,364.90",0.50%,"581,216",809,"14,101",일본,일본,(주)넥스트엔터테인먼트월드(NEW),애니메이션,12,96,0,8.19,8.41,7.88
36,이상한 나라의 수학자,2022-03-09,"5,045,184,520","39,756,054,017.60",0.40%,"534,287","1,357","72,424",한국,한국,(주)쇼박스,드라마,12,117,6,7.88,7.75,8.04
37,명탐정 코난: 할로윈의 신부,2022-07-13,"5,119,750,724","45,719,373,965.32",0.50%,"490,868",758,"19,422",일본,일본,(주)씨제이이엔엠,애니메이션,12,110,0,8.93,8.54,9.12
38,동감,2022-11-16,"4,755,257,700","31,051,832,781.00",0.40%,"490,145","1,013","37,451",한국,한국,씨제이 씨지브이(CJ CGV)(주),로맨스,114,114,0,6.53,6.37,6.68
39,모비우스,2022-03-30,"4,669,517,390","31,565,937,556.40",0.40%,"475,928","1,696","71,160",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,15,104,2,6.76,6.58,6.99
40,늑대사냥,2022-09-21,"4,769,650,393","26,042,291,145.78",0.40%,"458,720","1,226","39,242",한국,한국,"TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)",액션,19,121,3,5.46,4.99,5.97
41,뽀로로 극장판 드래곤캐슬 대모험,2022-07-28,"4,192,060,075","37,099,731,663.75",0.40%,"447,710",748,"17,846",한국,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,0,70,1,8.85,8.89,8.8
42,특송,2022-01-12,"4,172,193,200","31,249,727,068.00",0.40%,"443,177",996,"48,006",한국,한국,(주)넥스트엔터테인먼트월드(NEW),범죄,15,108,3,7.49,7.21,7.78
43,니 부모 얼굴이 보고 싶다,2022-04-27,"3,949,569,280","30,214,204,992.00",0.40%,"416,523","1,008","39,190",한국,한국,(주)마인드마크,드라마,15,111,0,7.65,7.48,7.83
